Name,Action Family,Action,Timestamp
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
11,Defensive Game,Tackle,0:00:06
33,Defensive Game,Foul Conceded,0:00:06
33,Defensive Game,Foul Conceded,0:00:06
33,Defensive Game,Foul Conceded,0:00:06
33,Defensive Game,Foul Conceded,0:00:06
33,Defensive Game,Foul Conceded,0:00:06
77,Defensive Game,Foul Conceded,0:00:06
77,Defensive Game,Foul Conceded,0:00:06
77,Defensive Game,Foul Conceded,0:00:06
77,Defensive Game,Foul Conceded,0:00:06
