Name,Action Family,Action,Timestamp
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Andreas Granqvist,Defensive Game,Tackle,0:00:00
Julian Draxler,Defensive Game,Tackle,0:00:00
Julian Draxler,Defensive Game,Tackle,0:00:00
Julian Draxler,Defensive Game,Tackle,0:00:00
Julian Draxler,Defensive Game,Tackle,0:00:00
Julian Draxler,Defensive Game,Tackle,0:00:00
Igor Akinfeev,Defensive Game,Tackle,0:00:03
Igor Akinfeev,Defensive Game,Tackle,0:00:03
Igor Akinfeev,Defensive Game,Tackle,0:00:03
Igor Akinfeev,Defensive Game,Tackle,0:00:03
Andrea Barzagli,Defensive Game,Tackle,0:00:07
Andrea Barzagli,Defensive Game,Tackle,0:00:08
Andrea Barzagli,Defensive Game,Tackle,0:00:08
Andrea Barzagli,Defensive Game,Tackle,0:00:08
Andrea Barzagli,Defensive Game,Tackle,0:00:08
Andrea Barzagli,Defensive Game,Tackle,0:00:08
Andrea Barzagli,Defensive Game,Tackle,0:00:08
