Name,Action Family,Action,Timestamp
11,Defensive Game,Tackle,0:00:01
11,Defensive Game,Tackle,0:00:02
11,Defensive Game,Tackle,0:00:02
11,Defensive Game,Tackle,0:00:02
11,Defensive Game,Tackle,0:00:02
11,Defensive Game,Tackle,0:00:02
11,Defensive Game,Tackle,0:00:03
11,Defensive Game,Tackle,0:00:03
11,Defensive Game,Tackle,0:00:03
11,Defensive Game,Tackle,0:00:03
11,Defensive Game,Tackle,0:00:04
11,Defensive Game,Tackle,0:00:04
11,Defensive Game,Tackle,0:00:04
11,Defensive Game,Tackle,0:00:04
11,Defensive Game,Tackle,0:00:04
