Name,Action Family,Action,Timestamp
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
Kevin De Bruyne,Shooting Game,Shot on Target,0:00:00
Kevin De Bruyne,Shooting Game,Shot on Target,0:00:00
Kevin De Bruyne,Shooting Game,Shot on Target,0:00:00
Kevin De Bruyne,Shooting Game,Shot on Target,0:00:00
Luis Suárez,Defensive Game,Foul Conceded,0:00:00
Luis Suárez,Defensive Game,Foul Conceded,0:00:00
Luis Suárez,Defensive Game,Foul Conceded,0:00:00
Alexis Sánchez,Shooting Game,Shot Inside the box,0:00:00
Alexis Sánchez,Shooting Game,Shot Inside the box,0:00:00
Alexis Sánchez,Shooting Game,Shot Inside the box,0:00:00
