Name,Action Family,Action,Timestamp
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
11,Defensive Game,Tackle,0:00:00
88,Defensive Game,Tackle,0:00:00
88,Defensive Game,Tackle,0:00:02
88,Defensive Game,Tackle,0:00:02
88,Defensive Game,Possession Turnover Won,0:00:04
88,Defensive Game,Possession Turnover Won,0:00:04
88,Shooting Game,Goal,0:00:06
887,Passing Game,Pass,0:00:09
887,Passing Game,Unsuccessful Pass,0:00:11
