Name,Action Family,Action,Timestamp
2,Defensive Game,Tackle,0:00:01
2,Defensive Game,Tackle,0:00:02
2,Defensive Game,Tackle,0:00:02
2,Defensive Game,Tackle,0:00:02
2,Defensive Game,Tackle,0:00:02
2,Defensive Game,Tackle,0:00:02
2,Defensive Game,Tackle,0:00:02
2,Defensive Game,Tackle,0:00:02
2,Defensive Game,Tackle,0:00:03
2,Defensive Game,Tackle,0:00:03
2,Defensive Game,Tackle,0:00:03
2,Defensive Game,Tackle,0:00:03
2,Defensive Game,Tackle,0:00:03
2,Defensive Game,Tackle,0:00:03
2,Defensive Game,Tackle,0:00:03
123,Defensive Game,Tackle,0:00:05
123,Defensive Game,Tackle,0:00:05
123,Defensive Game,Tackle,0:00:06
123,Defensive Game,Tackle,0:00:06
