Name,Action Family,Action,Timestamp
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:03
1,Defensive Game,Tackle,0:00:03
1,Defensive Game,Tackle,0:00:03
1,Defensive Game,Tackle,0:00:03
1,Defensive Game,Tackle,0:00:03
1,Defensive Game,Tackle,0:00:03
1,Defensive Game,Tackle,0:00:04
1,Defensive Game,Tackle,0:00:04
1,Defensive Game,Tackle,0:00:04
1,Defensive Game,Tackle,0:00:04
1,Defensive Game,Tackle,0:00:04
1,Defensive Game,Tackle,0:00:04
1,Defensive Game,Tackle,0:00:05
1,Defensive Game,Tackle,0:00:05
1,Defensive Game,Tackle,0:00:05
1,Defensive Game,Tackle,0:00:05
1,Defensive Game,Tackle,0:00:05
1,Defensive Game,Tackle,0:00:05
1,Defensive Game,Tackle,0:00:05
1,Defensive Game,Tackle,0:00:06
1,Defensive Game,Tackle,0:00:06
1,Defensive Game,Tackle,0:00:06
1,Defensive Game,Tackle,0:00:06
1,Defensive Game,Tackle,0:00:06
1,Defensive Game,Tackle,0:00:06
1,Defensive Game,Tackle,0:00:06
1,Defensive Game,Tackle,0:00:07
1,Defensive Game,Tackle,0:00:07
1,Defensive Game,Tackle,0:00:07
1,Defensive Game,Tackle,0:00:07
1,Defensive Game,Tackle,0:00:07
1,Defensive Game,Tackle,0:00:07
1,Defensive Game,Tackle,0:00:08
1,Defensive Game,Tackle,0:00:08
1,Defensive Game,Tackle,0:00:08
1,Defensive Game,Tackle,0:00:29
1,Defensive Game,Tackle,0:00:29
1,Defensive Game,Tackle,0:00:29
1,Defensive Game,Tackle,0:00:29
1,Defensive Game,Tackle,0:00:29
1,Defensive Game,Tackle,0:00:30
1,Defensive Game,Foul Conceded,0:00:31
1,Defensive Game,Foul Conceded,0:00:31
65,Shooting Game,Right foot,0:00:35
65,Shooting Game,Right foot,0:00:35
65,Shooting Game,Right foot,0:00:35
65,Shooting Game,Right foot,0:00:35
65,Shooting Game,Right foot,0:00:36
