Name,Action Family,Action,Timestamp
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:00
Lionel Messi,Defensive Game,Tackle,0:00:01
Lionel Messi,Defensive Game,Tackle,0:00:01
Lionel Messi,Defensive Game,Tackle,0:00:01
Lionel Messi,Defensive Game,Tackle,0:00:01
Lionel Messi,Defensive Game,Tackle,0:00:01
Lionel Messi,Defensive Game,Tackle,0:00:01
Lionel Messi,Defensive Game,Tackle,0:00:01
Lionel Messi,Defensive Game,Tackle,0:00:02
Lionel Messi,Defensive Game,Tackle,0:00:02
Lionel Messi,Defensive Game,Tackle,0:00:02
Lionel Messi,Defensive Game,Tackle,0:00:02
Luis Suárez,Shooting Game,Header,0:00:06
Luis Suárez,Shooting Game,Header,0:00:06
Luis Suárez,Shooting Game,Header,0:00:06
Luis Suárez,Shooting Game,Header,0:00:06
Luis Suárez,Shooting Game,Header,0:00:07
Luis Suárez,Shooting Game,Header,0:00:07
Luis Suárez,Shooting Game,Header,0:00:07
Luis Suárez,Shooting Game,Header,0:00:07
Luis Suárez,Shooting Game,Header,0:00:07
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
Lionel Messi,Shooting Game,Shot on Target,0:00:08
