Name,Action Family,Action,Timestamp
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:01
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:02
1,Defensive Game,Tackle,0:00:03
1,Defensive Game,Tackle in Defensive Zone,0:00:04
1,Defensive Game,Tackle in Defensive Zone,0:00:04
1,Defensive Game,Tackle in Defensive Zone,0:00:05
1,Defensive Game,Tackle in Defensive Zone,0:00:05
1,Defensive Game,Tackle in Defensive Zone,0:00:05
1,Defensive Game,Tackle in Defensive Zone,0:00:05
1,Defensive Game,Tackle in Defensive Zone,0:00:05
1,Defensive Game,Tackle in Defensive Zone,0:00:05
